district,year,crime_category,count
bengaluru city,2023,crime_against_women,174
bengaluru city,2023,violent_crime,10
bengaluru city,2023,crime_against_women,1514
bengaluru city,2023,violent_crime,4
bengaluru city,2023,crime_against_women,1168
bengaluru city,2023,crime_against_women,146
bengaluru city,2023,crime_against_women,58
bengaluru city,2023,crime_against_women,1928
bengaluru city,2023,crime_against_women,14
bengaluru city,2023,crime_against_women,310
bengaluru city,2023,crime_against_women,58
bengaluru city,2023,crime_against_women,1226
bengaluru city,2023,crime_against_children,936
bengaluru city,2023,crime_against_women,302
bengaluru district,2022,crime_against_children,4
bengaluru district,2022,cyber_crime,32
bengaluru district,2022,crime_against_children,4
bengaluru district,2022,crime_against_children,4
bengaluru district,2022,crime_against_children,482
bengaluru district,2022,violent_crime,8
bengaluru district,2022,other_crime,2
bengaluru district,2022,crime_against_children,10
bengaluru district,2022,crime_against_children,412
bengaluru district,2023,crime_against_women,30
bengaluru district,2023,crime_against_women,312
bengaluru district,2023,crime_against_women,298
bengaluru district,2023,crime_against_women,32
bengaluru district,2023,crime_against_women,28
bengaluru district,2023,crime_against_women,68
bengaluru district,2023,crime_against_women,10
bengaluru district,2023,crime_against_women,4
bengaluru district,2023,crime_against_women,388
bengaluru district,2023,crime_against_children,206
bengaluru district,2023,crime_against_women,42
bidar,2022,cyber_crime,14
bidar,2022,crime_against_children,4
bidar,2022,violent_crime,2
bidar,2022,crime_against_children,232
bidar,2022,violent_crime,12
bidar,2022,other_crime,72
bidar,2022,crime_against_children,204
bidar,2022,violent_crime,4
bidar,2023,crime_against_women,16
bidar,2023,crime_against_women,108
bidar,2023,crime_against_women,2
bidar,2023,crime_against_women,220
bidar,2023,crime_against_women,4
bidar,2023,crime_against_women,8
bidar,2023,crime_against_women,52
bidar,2023,crime_against_women,8
bidar,2023,crime_against_women,2
bidar,2023,crime_against_women,22
bidar,2023,crime_against_children,102
bidar,2023,crime_against_women,22
chamarajnagar,2022,crime_against_children,4
chamarajnagar,2022,crime_against_children,2
chamarajnagar,2022,crime_against_children,42
chamarajnagar,2022,other_crime,88
chamarajnagar,2022,crime_against_children,192
chamarajnagar,2023,crime_against_women,6
chamarajnagar,2023,crime_against_women,310
chamarajnagar,2023,crime_against_women,38
chamarajnagar,2023,crime_against_women,2
chamarajnagar,2023,crime_against_women,58
chamarajnagar,2023,crime_against_women,4
chamarajnagar,2023,crime_against_women,8
chamarajnagar,2023,crime_against_children,96
chamarajnagar,2023,crime_against_women,18
chikkaballapura,2022,crime_against_children,2
chikkaballapura,2022,violent_crime,4
chikkaballapura,2022,crime_against_children,4
chikkaballapura,2022,crime_against_children,2
chikkaballapura,2022,violent_crime,2
chikkaballapura,2022,crime_against_children,204
chikkaballapura,2022,violent_crime,2
chikkaballapura,2022,other_crime,84
chikkaballapura,2022,crime_against_children,16
chikkaballapura,2022,crime_against_children,552
chikkaballapura,2022,violent_crime,2
chikkaballapura,2023,crime_against_women,26
chikkaballapura,2023,crime_against_women,292
chikkaballapura,2023,crime_against_women,102
chikkaballapura,2023,crime_against_women,22
chikkaballapura,2023,crime_against_women,72
chikkaballapura,2023,crime_against_women,2
chikkaballapura,2023,crime_against_women,2
chikkaballapura,2023,crime_against_women,6
chikkaballapura,2023,crime_against_children,2
chikkaballapura,2023,crime_against_children,276
chikkaballapura,2023,crime_against_women,18
chikkamagaluru,2022,violent_crime,4
chikkamagaluru,2022,violent_crime,2
chikkamagaluru,2022,crime_against_children,2
chikkamagaluru,2022,crime_against_children,152
chikkamagaluru,2022,violent_crime,2
chikkamagaluru,2022,other_crime,12
chikkamagaluru,2022,crime_against_children,12
chikkamagaluru,2022,crime_against_children,488
chikkamagaluru,2022,violent_crime,8
chikkamagaluru,2023,crime_against_women,12
chikkamagaluru,2023,crime_against_women,446
chikkamagaluru,2023,crime_against_women,86
chikkamagaluru,2023,crime_against_women,8
chikkamagaluru,2023,crime_against_women,80
chikkamagaluru,2023,crime_against_women,4
chikkamagaluru,2023,crime_against_women,2
chikkamagaluru,2023,crime_against_women,2
chikkamagaluru,2023,crime_against_children,244
chikkamagaluru,2023,crime_against_women,12
chitradurga,2022,crime_against_children,18
chitradurga,2022,crime_against_children,4
chitradurga,2022,crime_against_children,2
chitradurga,2022,crime_against_children,492
chitradurga,2022,violent_crime,4
chitradurga,2022,other_crime,30
chitradurga,2022,crime_against_children,4
chitradurga,2022,crime_against_children,384
chitradurga,2023,crime_against_women,26
chitradurga,2023,crime_against_women,766
chitradurga,2023,crime_against_women,144
chitradurga,2023,crime_against_women,2
chitradurga,2023,crime_against_women,14
chitradurga,2023,crime_against_women,94
chitradurga,2023,crime_against_women,2
chitradurga,2023,crime_against_women,8
chitradurga,2023,crime_against_women,10
chitradurga,2023,crime_against_children,192
chitradurga,2023,crime_against_women,24
dakshina kannada,2022,crime_against_children,2
dakshina kannada,2022,cyber_crime,24
dakshina kannada,2022,crime_against_children,10
dakshina kannada,2022,crime_against_children,68
dakshina kannada,2022,violent_crime,2
dakshina kannada,2022,other_crime,126
dakshina kannada,2022,crime_against_children,380
dakshina kannada,2023,crime_against_women,4
dakshina kannada,2023,crime_against_women,114
dakshina kannada,2023,crime_against_women,62
dakshina kannada,2023,crime_against_women,12
dakshina kannada,2023,crime_against_women,8
dakshina kannada,2023,crime_against_women,4
dakshina kannada,2023,crime_against_women,24
dakshina kannada,2023,crime_against_children,130
dakshina kannada,2023,crime_against_women,20
davanagere,2022,crime_against_children,8
davanagere,2022,cyber_crime,6
davanagere,2022,crime_against_children,10
davanagere,2022,crime_against_children,6
davanagere,2022,crime_against_children,708
davanagere,2022,violent_crime,2
davanagere,2022,other_crime,6
davanagere,2022,other_crime,2
davanagere,2022,crime_against_children,12
davanagere,2022,crime_against_children,376
davanagere,2023,crime_against_women,18
davanagere,2023,crime_against_women,436
davanagere,2023,crime_against_women,2
davanagere,2023,crime_against_women,118
davanagere,2023,crime_against_women,6
davanagere,2023,crime_against_women,14
davanagere,2023,crime_against_women,186
davanagere,2023,crime_against_women,2
davanagere,2023,crime_against_women,2
davanagere,2023,crime_against_women,138
davanagere,2023,crime_against_women,4
davanagere,2023,crime_against_children,188
davanagere,2023,crime_against_women,34
dharwad,2022,cyber_crime,2
dharwad,2022,crime_against_children,8
dharwad,2022,crime_against_children,36
dharwad,2022,other_crime,32
dharwad,2022,other_crime,2
dharwad,2022,crime_against_children,12
dharwad,2022,crime_against_children,132
dharwad,2023,crime_against_women,2
dharwad,2023,crime_against_women,94
dharwad,2023,crime_against_women,2
dharwad,2023,crime_against_women,84
dharwad,2023,crime_against_women,2
dharwad,2023,crime_against_women,10
dharwad,2023,crime_against_children,66
dharwad,2023,crime_against_women,6
gadag,2022,cyber_crime,6
gadag,2022,crime_against_children,4
gadag,2022,crime_against_children,84
gadag,2022,violent_crime,2
gadag,2022,other_crime,10
gadag,2022,crime_against_children,10
gadag,2022,crime_against_children,202
gadag,2023,crime_against_women,8
gadag,2023,crime_against_women,112
gadag,2023,crime_against_women,46
gadag,2023,crime_against_women,6
gadag,2023,crime_against_women,4
gadag,2023,crime_against_women,10
gadag,2023,crime_against_women,2
gadag,2023,crime_against_women,2
gadag,2023,crime_against_women,2
gadag,2023,crime_against_children,68
gadag,2023,crime_against_women,14
hassan,2022,cyber_crime,8
hassan,2022,crime_against_children,2
hassan,2022,crime_against_children,2
hassan,2022,crime_against_children,272
hassan,2022,other_crime,30
hassan,2022,other_crime,6
hassan,2022,crime_against_children,26
hassan,2022,crime_against_children,608
hassan,2023,crime_against_women,18
hassan,2023,crime_against_women,546
hassan,2023,crime_against_women,100
hassan,2023,crime_against_women,8
hassan,2023,crime_against_women,10
hassan,2023,crime_against_women,156
hassan,2023,crime_against_women,132
hassan,2023,crime_against_children,304
hassan,2023,crime_against_women,26
haveri,2022,crime_against_children,2
haveri,2022,crime_against_children,4
haveri,2022,crime_against_children,126
haveri,2022,other_crime,2
haveri,2022,crime_against_children,2
haveri,2022,crime_against_children,312
haveri,2023,crime_against_women,12
haveri,2023,crime_against_women,224
haveri,2023,crime_against_women,72
haveri,2023,crime_against_women,8
haveri,2023,crime_against_women,62
haveri,2023,crime_against_women,116
haveri,2023,crime_against_children,156
haveri,2023,crime_against_women,26
hubballi dharwad city,2022,crime_against_children,2
hubballi dharwad city,2022,cyber_crime,20
hubballi dharwad city,2022,crime_against_children,8
hubballi dharwad city,2022,crime_against_children,120
hubballi dharwad city,2022,crime_against_children,4
hubballi dharwad city,2022,crime_against_children,156
hubballi dharwad city,2023,crime_against_women,8
hubballi dharwad city,2023,crime_against_women,110
hubballi dharwad city,2023,crime_against_women,174
hubballi dharwad city,2023,crime_against_women,18
hubballi dharwad city,2023,crime_against_women,4
hubballi dharwad city,2023,crime_against_women,12
hubballi dharwad city,2023,crime_against_women,10
hubballi dharwad city,2023,crime_against_children,78
hubballi dharwad city,2023,crime_against_women,20
k.g.f.,2022,crime_against_children,4
k.g.f.,2022,cyber_crime,16
k.g.f.,2022,crime_against_children,2
k.g.f.,2022,crime_against_children,34
k.g.f.,2022,violent_crime,2
k.g.f.,2022,crime_against_children,2
k.g.f.,2022,crime_against_children,120
k.g.f.,2023,crime_against_women,6
k.g.f.,2023,crime_against_women,78
k.g.f.,2023,crime_against_women,26
k.g.f.,2023,crime_against_women,8
k.g.f.,2023,crime_against_women,2
k.g.f.,2023,crime_against_women,34
k.g.f.,2023,crime_against_women,16
k.g.f.,2023,crime_against_children,60
k.g.f.,2023,crime_against_women,10
k.railways,2022,crime_against_children,2
k.railways,2022,crime_against_children,4
k.railways,2022,crime_against_children,14
k.railways,2022,crime_against_children,4
k.railways,2023,crime_against_women,6
k.railways,2023,crime_against_women,6
k.railways,2023,crime_against_women,2
k.railways,2023,crime_against_children,4
kalaburgi,2022,crime_against_children,4
kalaburgi,2022,crime_against_women,2
kalaburgi,2022,violent_crime,2
kalaburgi,2022,crime_against_children,4
kalaburgi,2022,cyber_crime,12
kalaburgi,2022,crime_against_children,6
kalaburgi,2022,crime_against_children,2
kalaburgi,2022,crime_against_children,194
kalaburgi,2022,violent_crime,20
kalaburgi,2022,other_crime,42
kalaburgi,2022,crime_against_children,8
kalaburgi,2022,crime_against_children,212
kalaburgi,2023,crime_against_women,20
kalaburgi,2023,crime_against_women,234
kalaburgi,2023,crime_against_women,202
kalaburgi,2023,crime_against_women,2
kalaburgi,2023,crime_against_women,6
kalaburgi,2023,crime_against_women,6
kalaburgi,2023,crime_against_women,2
kalaburgi,2023,crime_against_women,58
kalaburgi,2023,crime_against_children,2
kalaburgi,2023,crime_against_women,2
kalaburgi,2023,crime_against_children,110
kalaburgi,2023,crime_against_women,24
kalaburgi city,2022,cyber_crime,8
kalaburgi city,2022,crime_against_children,12
kalaburgi city,2022,crime_against_children,266
kalaburgi city,2022,violent_crime,6
kalaburgi city,2022,other_crime,16
kalaburgi city,2022,crime_against_children,8
kalaburgi city,2022,crime_against_children,72
kalaburgi city,2023,crime_against_women,8
kalaburgi city,2023,crime_against_women,82
kalaburgi city,2023,crime_against_women,2
kalaburgi city,2023,crime_against_women,106
kalaburgi city,2023,crime_against_women,6
kalaburgi city,2023,crime_against_women,100
kalaburgi city,2023,crime_against_women,6
kalaburgi city,2023,crime_against_women,2
kalaburgi city,2023,crime_against_children,10
kalaburgi city,2023,crime_against_women,2
kalaburgi city,2023,crime_against_children,34
kalaburgi city,2023,crime_against_women,14
kodagu,2022,violent_crime,2
kodagu,2022,cyber_crime,2
kodagu,2022,crime_against_children,4
kodagu,2022,crime_against_children,132
kodagu,2022,other_crime,36
kodagu,2022,crime_against_children,4
kodagu,2022,crime_against_children,264
kodagu,2022,violent_crime,12
kodagu,2023,crime_against_women,6
kodagu,2023,crime_against_women,106
kodagu,2023,crime_against_women,48
kodagu,2023,crime_against_women,4
kodagu,2023,crime_against_women,4
kodagu,2023,crime_against_women,2
kodagu,2023,crime_against_women,54
kodagu,2023,crime_against_children,132
kodagu,2023,crime_against_women,16
kolar,2022,cyber_crime,6
kolar,2022,crime_against_children,4
kolar,2022,crime_against_children,124
kolar,2022,violent_crime,6
kolar,2022,other_crime,12
kolar,2022,other_crime,4
kolar,2022,crime_against_children,10
kolar,2022,crime_against_children,276
kolar,2023,crime_against_women,2
kolar,2023,crime_against_women,258
kolar,2023,crime_against_women,46
kolar,2023,crime_against_women,6
kolar,2023,crime_against_women,14
kolar,2023,crime_against_women,72
kolar,2023,crime_against_women,2
kolar,2023,crime_against_women,104
kolar,2023,crime_against_children,138
kolar,2023,crime_against_women,24
koppal,2022,cyber_crime,8
koppal,2022,crime_against_children,8
koppal,2022,crime_against_children,80
koppal,2022,violent_crime,2
koppal,2022,other_crime,56
koppal,2022,crime_against_children,8
koppal,2022,crime_against_children,284
koppal,2023,crime_against_women,4
koppal,2023,crime_against_women,218
koppal,2023,crime_against_women,192
koppal,2023,crime_against_women,8
koppal,2023,crime_against_women,8
koppal,2023,crime_against_women,2
koppal,2023,crime_against_women,2
koppal,2023,crime_against_women,4
koppal,2023,crime_against_women,62
koppal,2023,crime_against_children,2
koppal,2023,crime_against_children,142
koppal,2023,crime_against_women,16
mandya,2022,crime_against_children,2
mandya,2022,crime_against_children,8
mandya,2022,crime_against_children,2
mandya,2022,crime_against_children,456
mandya,2022,violent_crime,20
mandya,2022,other_crime,82
mandya,2022,crime_against_children,20
mandya,2022,crime_against_children,394
mandya,2023,crime_against_women,22
mandya,2023,crime_against_women,684
mandya,2023,crime_against_women,184
mandya,2023,crime_against_women,10
mandya,2023,crime_against_women,78
mandya,2023,crime_against_women,6
mandya,2023,crime_against_women,2
mandya,2023,crime_against_women,4
mandya,2023,crime_against_women,10
mandya,2023,crime_against_women,2
mandya,2023,crime_against_children,198
mandya,2023,crime_against_women,20
mangaluru city,2022,cyber_crime,44
mangaluru city,2022,crime_against_children,2
mangaluru city,2022,crime_against_children,6
mangaluru city,2022,crime_against_children,120
mangaluru city,2022,violent_crime,2
mangaluru city,2022,other_crime,72
mangaluru city,2022,crime_against_children,268
mangaluru city,2023,crime_against_women,8
mangaluru city,2023,crime_against_women,166
mangaluru city,2023,crime_against_women,64
mangaluru city,2023,crime_against_women,16
mangaluru city,2023,crime_against_women,6
mangaluru city,2023,crime_against_women,34
mangaluru city,2023,crime_against_women,6
mangaluru city,2023,crime_against_women,4
mangaluru city,2023,crime_against_women,8
mangaluru city,2023,crime_against_women,4
mangaluru city,2023,crime_against_children,134
mangaluru city,2023,crime_against_women,24
mysuru city,2022,crime_against_children,8
mysuru city,2022,cyber_crime,10
mysuru city,2022,crime_against_children,10
mysuru city,2022,crime_against_children,248
mysuru city,2022,violent_crime,2
mysuru city,2022,crime_against_children,6
mysuru city,2022,crime_against_children,262
mysuru city,2022,violent_crime,2
mysuru city,2023,crime_against_women,14
mysuru city,2023,crime_against_women,162
mysuru city,2023,crime_against_women,86
mysuru city,2023,crime_against_women,10
mysuru city,2023,crime_against_women,6
mysuru city,2023,crime_against_women,238
mysuru city,2023,crime_against_women,6
mysuru city,2023,crime_against_women,90
mysuru city,2023,crime_against_children,108
mysuru city,2023,crime_against_women,30
mysuru district,2022,crime_against_children,4
mysuru district,2022,cyber_crime,14
mysuru district,2022,crime_against_children,2
mysuru district,2022,crime_against_children,2
mysuru district,2022,crime_against_children,2
mysuru district,2022,crime_against_children,490
mysuru district,2022,violent_crime,8
mysuru district,2022,other_crime,128
mysuru district,2022,crime_against_children,18
mysuru district,2022,crime_against_children,540
mysuru district,2023,crime_against_women,12
mysuru district,2023,crime_against_women,568
mysuru district,2023,crime_against_women,194
mysuru district,2023,crime_against_women,18
mysuru district,2023,crime_against_women,16
mysuru district,2023,crime_against_women,46
mysuru district,2023,crime_against_women,14
mysuru district,2023,crime_against_women,8
mysuru district,2023,crime_against_women,2
mysuru district,2023,crime_against_children,270
mysuru district,2023,crime_against_women,44
raichur,2022,crime_against_children,12
raichur,2022,cyber_crime,12
raichur,2022,crime_against_children,2
raichur,2022,crime_against_children,4
raichur,2022,crime_against_children,136
raichur,2022,violent_crime,6
raichur,2022,other_crime,72
raichur,2022,crime_against_children,2
raichur,2022,crime_against_children,208
raichur,2023,crime_against_women,14
raichur,2023,crime_against_women,434
raichur,2023,crime_against_women,230
raichur,2023,crime_against_women,12
raichur,2023,crime_against_women,12
raichur,2023,crime_against_women,120
raichur,2023,crime_against_women,6
raichur,2023,crime_against_women,50
raichur,2023,crime_against_children,104
raichur,2023,crime_against_women,48
ramanagara,2022,crime_against_children,10
ramanagara,2022,cyber_crime,10
ramanagara,2022,crime_against_children,2
ramanagara,2022,crime_against_children,2
ramanagara,2022,crime_against_children,472
ramanagara,2022,violent_crime,4
ramanagara,2022,other_crime,2
ramanagara,2022,crime_against_children,28
ramanagara,2022,crime_against_children,368
ramanagara,2023,crime_against_women,582
ramanagara,2023,crime_against_women,92
ramanagara,2023,crime_against_women,10
ramanagara,2023,crime_against_women,8
ramanagara,2023,crime_against_women,136
ramanagara,2023,crime_against_women,4
ramanagara,2023,crime_against_women,2
ramanagara,2023,crime_against_women,164
ramanagara,2023,crime_against_children,184
ramanagara,2023,crime_against_women,28
shimoga,2022,crime_against_children,6
shimoga,2022,crime_against_children,10
shimoga,2022,cyber_crime,10
shimoga,2022,crime_against_children,4
shimoga,2022,crime_against_children,6
shimoga,2022,crime_against_children,728
shimoga,2022,violent_crime,4
shimoga,2022,other_crime,54
shimoga,2022,other_crime,2
shimoga,2022,crime_against_children,6
shimoga,2022,crime_against_children,728
shimoga,2023,crime_against_women,24
shimoga,2023,crime_against_women,654
shimoga,2023,crime_against_women,184
shimoga,2023,crime_against_women,12
shimoga,2023,crime_against_women,20
shimoga,2023,crime_against_women,180
shimoga,2023,crime_against_women,4
shimoga,2023,crime_against_women,2
shimoga,2023,crime_against_women,142
shimoga,2023,crime_against_children,364
shimoga,2023,crime_against_women,46
tumakuru,2022,violent_crime,20
tumakuru,2022,crime_against_children,4
tumakuru,2022,cyber_crime,18
tumakuru,2022,crime_against_children,6
tumakuru,2022,crime_against_children,8
tumakuru,2022,crime_against_children,512
tumakuru,2022,violent_crime,12
tumakuru,2022,other_crime,328
tumakuru,2022,crime_against_children,16
tumakuru,2022,crime_against_children,546
tumakuru,2022,violent_crime,72
tumakuru,2023,crime_against_women,568
tumakuru,2023,crime_against_women,130
tumakuru,2023,crime_against_women,18
tumakuru,2023,crime_against_women,8
tumakuru,2023,crime_against_women,228
tumakuru,2023,crime_against_women,8
tumakuru,2023,crime_against_women,4
tumakuru,2023,crime_against_women,218
tumakuru,2023,crime_against_children,2
tumakuru,2023,crime_against_children,202
tumakuru,2023,crime_against_women,38
udupi,2022,cyber_crime,20
udupi,2022,crime_against_children,2
udupi,2022,violent_crime,4
udupi,2022,crime_against_children,12
udupi,2022,crime_against_children,96
udupi,2022,violent_crime,2
udupi,2022,other_crime,2
udupi,2022,crime_against_children,402
udupi,2023,crime_against_women,8
udupi,2023,crime_against_women,144
udupi,2023,crime_against_women,60
udupi,2023,crime_against_women,28
udupi,2023,crime_against_women,42
udupi,2023,crime_against_women,4
udupi,2023,crime_against_women,8
udupi,2023,crime_against_women,16
udupi,2023,crime_against_children,132
udupi,2023,crime_against_women,20
uttara kannada,2022,cyber_crime,4
uttara kannada,2022,crime_against_children,6
uttara kannada,2022,violent_crime,2
uttara kannada,2022,crime_against_children,6
uttara kannada,2022,crime_against_children,256
uttara kannada,2022,violent_crime,6
uttara kannada,2022,other_crime,168
uttara kannada,2022,other_crime,4
uttara kannada,2022,crime_against_children,2
uttara kannada,2022,crime_against_children,256
uttara kannada,2023,crime_against_women,12
uttara kannada,2023,crime_against_women,320
uttara kannada,2023,crime_against_women,42
uttara kannada,2023,crime_against_women,8
uttara kannada,2023,crime_against_women,2
uttara kannada,2023,crime_against_women,42
uttara kannada,2023,crime_against_women,12
uttara kannada,2023,crime_against_women,10
uttara kannada,2023,crime_against_women,70
uttara kannada,2023,crime_against_children,128
uttara kannada,2023,crime_against_women,22
vijayanagara,2022,crime_against_children,4
vijayanagara,2022,crime_against_children,4
vijayanagara,2022,crime_against_children,2
vijayanagara,2022,crime_against_children,158
vijayanagara,2022,other_crime,2
vijayanagara,2022,crime_against_children,10
vijayanagara,2022,crime_against_children,248
vijayanagara,2023,crime_against_women,2
vijayanagara,2023,crime_against_women,162
vijayanagara,2023,crime_against_women,114
vijayanagara,2023,crime_against_women,2
vijayanagara,2023,crime_against_women,60
vijayanagara,2023,crime_against_women,2
vijayanagara,2023,crime_against_women,32
vijayanagara,2023,crime_against_women,2
vijayanagara,2023,crime_against_children,124
vijayanagara,2023,crime_against_women,14
vijayapura,2022,cyber_crime,18
vijayapura,2022,crime_against_children,6
vijayapura,2022,crime_against_children,140
vijayapura,2022,violent_crime,6
vijayapura,2022,other_crime,8
vijayapura,2022,crime_against_children,28
vijayapura,2022,crime_against_children,212
vijayapura,2023,crime_against_women,280
vijayapura,2023,crime_against_women,214
vijayapura,2023,crime_against_women,18
vijayapura,2023,crime_against_women,6
vijayapura,2023,crime_against_women,16
vijayapura,2023,crime_against_women,2
vijayapura,2023,crime_against_women,4
vijayapura,2023,crime_against_women,114
vijayapura,2023,crime_against_children,8
vijayapura,2023,crime_against_children,106
vijayapura,2023,crime_against_women,40
yadgiri,2022,crime_against_children,2
yadgiri,2022,cyber_crime,4
yadgiri,2022,crime_against_children,2
yadgiri,2022,crime_against_children,86
yadgiri,2022,violent_crime,2
yadgiri,2022,other_crime,18
yadgiri,2022,crime_against_children,6
yadgiri,2022,crime_against_children,184
yadgiri,2023,crime_against_women,194
yadgiri,2023,crime_against_women,64
yadgiri,2023,crime_against_women,4
yadgiri,2023,crime_against_women,2
yadgiri,2023,crime_against_women,40
yadgiri,2023,crime_against_women,2
yadgiri,2023,crime_against_women,38
yadgiri,2023,crime_against_children,92
yadgiri,2023,crime_against_women,30
