district,crime_type,year,time_of_occurrence,date_of_occurrence,police_deployed
Bangalore,firearm offense,2021,12-03-2021 14:29,2021-03-11 19:00:00,5
Bangalore,vandalism,2021,13-03-2021 03:25,2021-03-12 15:00:00,14
Bangalore,public intoxication,2021,13-03-2021 01:51,2021-03-12 16:00:00,4
Bangalore,sexual assault,2021,13-03-2021 14:10,2021-03-12 19:00:00,15
Bangalore,traffic violation,2021,12-03-2021 23:54,2021-03-12 22:00:00,13
Bangalore,arson,2021,13-03-2021 21:58,2021-03-13 01:00:00,10
Bangalore,public intoxication,2021,13-03-2021 03:18,2021-03-13 03:00:00,7
Bangalore,cybercrime,2021,13-03-2021 16:26,2021-03-13 15:00:00,17
Bangalore,vehicle - stolen,2021,14-03-2021 00:57,2021-03-13 16:00:00,12
Bangalore,firearm offense,2021,15-03-2021 00:14,2021-03-14 09:00:00,18
Bangalore,homicide,2021,14-03-2021 23:40,2021-03-14 11:00:00,1
Bangalore,public intoxication,2021,15-03-2021 16:16,2021-03-15 00:00:00,16
Bangalore,arson,2021,16-03-2021 06:25,2021-03-15 11:00:00,3
Bangalore,domestic violence,2021,16-03-2021 19:20,2021-03-16 07:00:00,13
Bangalore,illegal possession,2021,17-03-2021 22:54,2021-03-17 03:00:00,6
Bangalore,vandalism,2021,17-03-2021 12:52,2021-03-17 04:00:00,3
Bangalore,robbery,2021,18-03-2021 11:30,2021-03-17 15:00:00,6
Bangalore,traffic violation,2021,18-03-2021 03:43,2021-03-17 18:00:00,17
Bangalore,identity theft,2021,18-03-2021 15:28,2021-03-17 19:00:00,17
Bangalore,shoplifting,2021,18-03-2021 23:22,2021-03-18 00:00:00,3
Bangalore,burglary,2021,18-03-2021 11:19,2021-03-18 02:00:00,4
Bangalore,public intoxication,2021,20-03-2021 21:18,2021-03-20 00:00:00,4
Bangalore,assault,2021,21-03-2021 06:07,2021-03-20 07:00:00,3
Bangalore,shoplifting,2021,21-03-2021 07:14,2021-03-20 14:00:00,11
Bangalore,arson,2021,20-03-2021 21:02,2021-03-20 15:00:00,10
Bangalore,traffic violation,2021,21-03-2021 11:25,2021-03-20 19:00:00,12
Bangalore,extortion,2021,21-03-2021 15:07,2021-03-21 10:00:00,12
Bangalore,fraud,2021,21-03-2021 19:37,2021-03-21 16:00:00,5
Bangalore,robbery,2021,22-03-2021 15:14,2021-03-22 01:00:00,6
Bangalore,extortion,2021,22-03-2021 16:13,2021-03-22 10:00:00,5
Bangalore,domestic violence,2021,23-03-2021 07:02,2021-03-22 20:00:00,19
Bangalore,traffic violation,2021,23-03-2021 22:02,2021-03-23 00:00:00,1
Bangalore,drug offense,2021,23-03-2021 17:25,2021-03-23 11:00:00,3
Bangalore,counterfeiting,2021,23-03-2021 21:59,2021-03-23 13:00:00,7
Bangalore,vehicle - stolen,2021,23-03-2021 19:59,2021-03-23 14:00:00,8
Bangalore,kidnapping,2021,24-03-2021 03:01,2021-03-24 00:00:00,3
Bangalore,extortion,2021,25-03-2021 13:36,2021-03-25 00:00:00,15
Bangalore,counterfeiting,2021,25-03-2021 23:23,2021-03-25 04:00:00,15
Bangalore,domestic violence,2021,26-03-2021 05:00,2021-03-26 00:00:00,1
Bangalore,extortion,2021,28-03-2021 11:31,2021-03-28 10:00:00,5
Bangalore,burglary,2021,29-03-2021 08:06,2021-03-28 21:00:00,5
Bangalore,counterfeiting,2021,30-03-2021 16:00,2021-03-29 19:00:00,17
Bangalore,domestic violence,2021,30-03-2021 04:30,2021-03-29 21:00:00,4
Bangalore,domestic violence,2021,30-03-2021 19:06,2021-03-30 03:00:00,7
Bangalore,illegal possession,2021,31-03-2021 05:03,2021-03-31 05:00:00,2
Bangalore,assault,2021,01-04-2021 06:42,2021-03-31 08:00:00,15
Bangalore,public intoxication,2021,01-04-2021 12:32,2021-04-01 08:00:00,17
Bangalore,public intoxication,2021,01-04-2021 23:24,2021-04-01 15:00:00,4
Bangalore,domestic violence,2021,02-04-2021 18:11,2021-04-02 06:00:00,5
Bangalore,homicide,2021,02-04-2021 12:22,2021-04-02 10:00:00,4
Bangalore,fraud,2021,03-04-2021 11:00,2021-04-02 15:00:00,5
Bangalore,shoplifting,2021,04-04-2021 02:38,2021-04-03 07:00:00,10
Bangalore,identity theft,2021,03-04-2021 20:45,2021-04-03 09:00:00,1
Bangalore,domestic violence,2021,04-04-2021 10:29,2021-04-03 13:00:00,2
Bangalore,burglary,2021,04-04-2021 16:23,2021-04-03 17:00:00,17
Bangalore,public intoxication,2021,04-04-2021 02:01,2021-04-04 01:00:00,15
Bangalore,sexual assault,2021,05-04-2021 00:57,2021-04-04 22:00:00,16
Bangalore,counterfeiting,2021,05-04-2021 02:33,2021-04-05 01:00:00,12
Bangalore,domestic violence,2021,06-04-2021 08:19,2021-04-05 10:00:00,17
Bangalore,shoplifting,2021,05-04-2021 19:19,2021-04-05 11:00:00,3
Bangalore,vehicle - stolen,2021,05-04-2021 22:46,2021-04-05 14:00:00,2
Bangalore,burglary,2021,06-04-2021 14:16,2021-04-05 18:00:00,15
Bangalore,kidnapping,2021,07-04-2021 02:59,2021-04-06 09:00:00,4
Bangalore,illegal possession,2021,07-04-2021 11:03,2021-04-07 05:00:00,12
Bangalore,assault,2021,10-04-2021 17:05,2021-04-09 18:00:00,3
Bangalore,vehicle - stolen,2021,09-04-2021 23:26,2021-04-09 21:00:00,1
Bangalore,assault,2021,10-04-2021 21:15,2021-04-10 07:00:00,6
Bangalore,vehicle - stolen,2021,10-04-2021 16:57,2021-04-10 14:00:00,9
Bangalore,assault,2021,11-04-2021 15:12,2021-04-11 09:00:00,13
Bangalore,burglary,2021,12-04-2021 23:51,2021-04-12 17:00:00,2
Bangalore,domestic violence,2021,13-04-2021 10:58,2021-04-13 03:00:00,16
Bangalore,vandalism,2021,14-04-2021 17:20,2021-04-13 19:00:00,7
Bangalore,identity theft,2021,14-04-2021 19:17,2021-04-13 23:00:00,12
Bangalore,arson,2021,14-04-2021 23:45,2021-04-14 03:00:00,5
Bangalore,extortion,2021,15-04-2021 04:46,2021-04-14 11:00:00,12
Bangalore,arson,2021,15-04-2021 11:27,2021-04-14 16:00:00,18
Bangalore,vandalism,2021,14-04-2021 22:08,2021-04-14 20:00:00,10
Bangalore,public intoxication,2021,15-04-2021 09:10,2021-04-15 03:00:00,10
Bangalore,kidnapping,2021,15-04-2021 09:23,2021-04-15 07:00:00,1
Bangalore,counterfeiting,2021,16-04-2021 16:16,2021-04-15 18:00:00,10
Bangalore,homicide,2021,17-04-2021 11:39,2021-04-17 07:00:00,8
Bangalore,firearm offense,2021,17-04-2021 12:33,2021-04-17 10:00:00,19
Bangalore,vehicle - stolen,2021,18-04-2021 09:53,2021-04-17 23:00:00,1
Bangalore,fraud,2021,18-04-2021 20:55,2021-04-18 17:00:00,19
Bangalore,drug offense,2021,19-04-2021 16:36,2021-04-19 12:00:00,16
Bangalore,sexual assault,2021,20-04-2021 14:13,2021-04-20 03:00:00,7
Bangalore,vehicle - stolen,2021,21-04-2021 05:36,2021-04-20 13:00:00,6
Bangalore,homicide,2021,21-04-2021 22:08,2021-04-21 10:00:00,17
Bangalore,shoplifting,2021,21-04-2021 20:46,2021-04-21 14:00:00,7
Bangalore,sexual assault,2021,21-04-2021 23:43,2021-04-21 19:00:00,10
Bangalore,fraud,2021,22-04-2021 14:17,2021-04-22 08:00:00,7
Bangalore,arson,2021,23-04-2021 08:33,2021-04-22 10:00:00,1
Bangalore,domestic violence,2021,22-04-2021 11:01,2021-04-22 11:00:00,18
Bangalore,drug offense,2021,22-04-2021 17:59,2021-04-22 14:00:00,16
Bangalore,firearm offense,2021,25-04-2021 06:51,2021-04-25 04:00:00,6
Bangalore,arson,2021,25-04-2021 09:09,2021-04-25 09:00:00,17
Bangalore,fraud,2021,25-04-2021 16:55,2021-04-25 15:00:00,1
Bangalore,shoplifting,2021,26-04-2021 16:41,2021-04-26 03:00:00,15
Bangalore,vandalism,2021,28-04-2021 20:42,2021-04-28 03:00:00,12
Bangalore,assault,2021,29-04-2021 04:17,2021-04-28 11:00:00,14
Bangalore,public intoxication,2021,29-04-2021 10:00,2021-04-29 08:00:00,6
Bangalore,homicide,2021,30-04-2021 21:01,2021-04-29 22:00:00,7
Bangalore,illegal possession,2021,01-05-2021 05:24,2021-04-30 14:00:00,15
Bangalore,vehicle - stolen,2021,01-05-2021 12:14,2021-04-30 22:00:00,18
Bangalore,vandalism,2021,02-05-2021 22:36,2021-05-02 00:00:00,17
Bangalore,kidnapping,2021,02-05-2021 18:42,2021-05-02 03:00:00,7
Bangalore,shoplifting,2021,02-05-2021 16:09,2021-05-02 15:00:00,17
Bangalore,fraud,2021,03-05-2021 11:18,2021-05-02 17:00:00,5
Bangalore,public intoxication,2021,03-05-2021 06:44,2021-05-02 18:00:00,18
Bangalore,firearm offense,2021,04-05-2021 12:32,2021-05-03 14:00:00,14
Bangalore,extortion,2021,04-05-2021 11:35,2021-05-03 22:00:00,2
Bangalore,homicide,2021,06-05-2021 04:31,2021-05-05 06:00:00,7
Bangalore,burglary,2021,08-05-2021 01:00,2021-05-07 02:00:00,4
Bangalore,illegal possession,2021,08-05-2021 10:19,2021-05-07 12:00:00,2
Bangalore,burglary,2021,08-05-2021 13:20,2021-05-07 19:00:00,12
Bangalore,domestic violence,2021,08-05-2021 00:36,2021-05-07 20:00:00,16
Bangalore,illegal possession,2021,08-05-2021 06:55,2021-05-07 22:00:00,12
Bangalore,identity theft,2021,08-05-2021 20:32,2021-05-08 04:00:00,12
Bangalore,assault,2021,09-05-2021 02:57,2021-05-08 05:00:00,10
Bangalore,fraud,2021,09-05-2021 00:25,2021-05-08 17:00:00,19
Bangalore,drug offense,2021,09-05-2021 08:06,2021-05-08 19:00:00,7
Bangalore,assault,2021,11-05-2021 07:35,2021-05-10 08:00:00,7
Bangalore,illegal possession,2021,10-05-2021 11:19,2021-05-10 11:00:00,4
Bangalore,assault,2021,11-05-2021 01:55,2021-05-10 15:00:00,9
Bangalore,domestic violence,2021,11-05-2021 11:38,2021-05-11 10:00:00,2
Bangalore,domestic violence,2021,12-05-2021 10:35,2021-05-11 12:00:00,6
Bangalore,traffic violation,2021,12-05-2021 08:01,2021-05-11 17:00:00,11
Bangalore,firearm offense,2021,13-05-2021 11:15,2021-05-12 12:00:00,11
Bangalore,identity theft,2021,13-05-2021 10:52,2021-05-12 20:00:00,8
Bangalore,traffic violation,2021,13-05-2021 22:14,2021-05-13 11:00:00,6
Bangalore,fraud,2021,14-05-2021 18:32,2021-05-13 20:00:00,13
Bangalore,arson,2021,15-05-2021 08:46,2021-05-14 15:00:00,7
Bangalore,drug offense,2021,15-05-2021 10:26,2021-05-15 09:00:00,2
Bangalore,fraud,2021,17-05-2021 23:43,2021-05-17 03:00:00,9
Bangalore,domestic violence,2021,17-05-2021 22:53,2021-05-17 17:00:00,10
Bangalore,robbery,2021,18-05-2021 06:34,2021-05-18 01:00:00,15
Bangalore,illegal possession,2021,18-05-2021 04:09,2021-05-18 02:00:00,5
Bangalore,vandalism,2021,19-05-2021 06:09,2021-05-18 18:00:00,1
Bangalore,robbery,2021,19-05-2021 09:10,2021-05-18 22:00:00,10
Bangalore,fraud,2021,20-05-2021 02:41,2021-05-19 04:00:00,11
Bangalore,counterfeiting,2021,21-05-2021 08:47,2021-05-20 10:00:00,3
Bangalore,shoplifting,2021,20-05-2021 22:13,2021-05-20 15:00:00,18
Bangalore,firearm offense,2021,21-05-2021 01:43,2021-05-20 21:00:00,1
Bangalore,vehicle - stolen,2021,22-05-2021 17:57,2021-05-22 00:00:00,17
Bangalore,domestic violence,2021,24-05-2021 05:09,2021-05-23 11:00:00,2
Bangalore,burglary,2021,24-05-2021 14:34,2021-05-23 23:00:00,2
Bangalore,illegal possession,2021,24-05-2021 00:27,2021-05-24 00:00:00,4
Bangalore,drug offense,2021,24-05-2021 05:14,2021-05-24 02:00:00,6
Bangalore,vandalism,2021,24-05-2021 19:40,2021-05-24 10:00:00,15
Bangalore,homicide,2021,24-05-2021 13:01,2021-05-24 12:00:00,3
Bangalore,domestic violence,2021,25-05-2021 01:53,2021-05-24 20:00:00,16
Bangalore,robbery,2021,26-05-2021 08:25,2021-05-25 13:00:00,19
Bangalore,vandalism,2021,27-05-2021 06:31,2021-05-26 13:00:00,11
Bangalore,counterfeiting,2021,27-05-2021 01:46,2021-05-26 18:00:00,5
Bangalore,public intoxication,2021,26-05-2021 22:10,2021-05-26 22:00:00,6
Bangalore,public intoxication,2021,28-05-2021 12:39,2021-05-27 17:00:00,15
Bangalore,kidnapping,2021,28-05-2021 07:46,2021-05-28 06:00:00,16
Bangalore,vandalism,2021,28-05-2021 19:28,2021-05-28 12:00:00,2
Bangalore,vandalism,2021,30-05-2021 05:10,2021-05-29 10:00:00,10
Bangalore,sexual assault,2021,30-05-2021 13:01,2021-05-29 14:00:00,15
Bangalore,public intoxication,2021,30-05-2021 22:16,2021-05-30 17:00:00,6
Bangalore,traffic violation,2021,30-05-2021 20:23,2021-05-30 19:00:00,2
Bangalore,extortion,2021,31-05-2021 21:50,2021-05-31 17:00:00,12
Bangalore,vandalism,2021,01-06-2021 17:26,2021-05-31 23:00:00,17
Bangalore,identity theft,2021,01-06-2021 23:49,2021-06-01 00:00:00,9
Bangalore,assault,2021,02-06-2021 03:18,2021-06-02 03:00:00,12
Bangalore,fraud,2021,03-06-2021 14:55,2021-06-02 19:00:00,19
Bangalore,extortion,2021,03-06-2021 10:46,2021-06-03 06:00:00,17
Bangalore,domestic violence,2021,04-06-2021 05:20,2021-06-03 14:00:00,14
Bangalore,traffic violation,2021,03-06-2021 20:18,2021-06-03 18:00:00,16
Bangalore,vehicle - stolen,2021,04-06-2021 13:32,2021-06-04 05:00:00,11
Bangalore,assault,2021,05-06-2021 07:05,2021-06-05 00:00:00,1
Bangalore,vehicle - stolen,2021,05-06-2021 21:35,2021-06-05 06:00:00,18
Bangalore,drug offense,2021,06-06-2021 15:34,2021-06-06 06:00:00,8
Bangalore,firearm offense,2021,07-06-2021 07:42,2021-06-06 09:00:00,5
Bangalore,extortion,2021,07-06-2021 04:09,2021-06-06 13:00:00,2
Bangalore,domestic violence,2021,08-06-2021 04:17,2021-06-07 23:00:00,16
Bangalore,robbery,2021,11-06-2021 04:52,2021-06-10 07:00:00,10
Bangalore,identity theft,2021,10-06-2021 09:46,2021-06-10 08:00:00,8
Bangalore,robbery,2021,10-06-2021 19:13,2021-06-10 12:00:00,4
Bangalore,assault,2021,10-06-2021 20:40,2021-06-10 15:00:00,14
Bangalore,assault,2021,11-06-2021 13:29,2021-06-10 16:00:00,18
Bangalore,drug offense,2021,11-06-2021 11:53,2021-06-11 11:00:00,2
Bangalore,traffic violation,2021,11-06-2021 23:06,2021-06-11 23:00:00,17
Bangalore,firearm offense,2021,12-06-2021 07:20,2021-06-12 02:00:00,8
Bangalore,burglary,2021,13-06-2021 10:32,2021-06-12 11:00:00,1
Bangalore,counterfeiting,2021,13-06-2021 04:50,2021-06-12 14:00:00,1
Bangalore,domestic violence,2021,13-06-2021 22:34,2021-06-13 12:00:00,7
Bangalore,sexual assault,2021,14-06-2021 11:50,2021-06-14 03:00:00,19
Bangalore,vandalism,2021,14-06-2021 12:51,2021-06-14 09:00:00,17
Bangalore,burglary,2021,15-06-2021 00:47,2021-06-14 20:00:00,10
Bangalore,kidnapping,2021,15-06-2021 05:37,2021-06-15 01:00:00,2
Bangalore,illegal possession,2021,15-06-2021 10:31,2021-06-15 07:00:00,18
Bangalore,public intoxication,2021,16-06-2021 10:18,2021-06-15 16:00:00,9
Bangalore,drug offense,2021,16-06-2021 05:07,2021-06-15 17:00:00,3
Bangalore,firearm offense,2021,17-06-2021 03:10,2021-06-16 07:00:00,1
Bangalore,traffic violation,2021,17-06-2021 11:51,2021-06-16 14:00:00,13
Bangalore,illegal possession,2021,17-06-2021 02:48,2021-06-16 15:00:00,2
Bangalore,robbery,2021,16-06-2021 19:59,2021-06-16 18:00:00,4
Bangalore,traffic violation,2021,18-06-2021 05:28,2021-06-17 19:00:00,2
Bangalore,illegal possession,2021,18-06-2021 18:19,2021-06-18 09:00:00,17
Bangalore,counterfeiting,2021,18-06-2021 23:21,2021-06-18 13:00:00,18
Bangalore,public intoxication,2021,19-06-2021 10:54,2021-06-18 15:00:00,4
Bangalore,counterfeiting,2021,20-06-2021 04:32,2021-06-19 10:00:00,16
Bangalore,vandalism,2021,20-06-2021 02:34,2021-06-19 15:00:00,7
Bangalore,vehicle - stolen,2021,19-06-2021 17:42,2021-06-19 17:00:00,17
Bangalore,burglary,2021,20-06-2021 05:58,2021-06-19 21:00:00,18
Bangalore,vehicle - stolen,2021,20-06-2021 19:07,2021-06-20 04:00:00,5
Bangalore,sexual assault,2021,21-06-2021 12:51,2021-06-20 14:00:00,17
Bangalore,burglary,2021,21-06-2021 14:03,2021-06-20 20:00:00,16
Bangalore,drug offense,2021,21-06-2021 11:22,2021-06-21 04:00:00,19
Bangalore,homicide,2021,22-06-2021 00:16,2021-06-21 07:00:00,1
Bangalore,domestic violence,2021,22-06-2021 00:28,2021-06-21 10:00:00,9
Bangalore,vandalism,2021,24-06-2021 03:16,2021-06-23 06:00:00,10
Bangalore,identity theft,2021,23-06-2021 14:50,2021-06-23 13:00:00,13
Bangalore,public intoxication,2021,24-06-2021 04:58,2021-06-23 21:00:00,14
Bangalore,kidnapping,2021,24-06-2021 02:12,2021-06-23 22:00:00,19
Bangalore,identity theft,2021,24-06-2021 23:29,2021-06-24 07:00:00,4
Bangalore,arson,2021,25-06-2021 13:46,2021-06-24 20:00:00,1
Bangalore,firearm offense,2021,25-06-2021 07:29,2021-06-24 23:00:00,19
Bangalore,kidnapping,2021,25-06-2021 22:44,2021-06-25 02:00:00,19
Bangalore,shoplifting,2021,26-06-2021 00:54,2021-06-25 07:00:00,17
Bangalore,sexual assault,2021,26-06-2021 08:22,2021-06-25 10:00:00,14
Bangalore,sexual assault,2021,26-06-2021 03:34,2021-06-25 22:00:00,4
Bangalore,robbery,2021,26-06-2021 14:57,2021-06-26 03:00:00,18
Bangalore,kidnapping,2021,27-06-2021 02:56,2021-06-26 04:00:00,9
Bangalore,counterfeiting,2021,27-06-2021 08:48,2021-06-26 10:00:00,9
Bangalore,firearm offense,2021,27-06-2021 09:34,2021-06-26 23:00:00,19
Bangalore,illegal possession,2021,28-06-2021 23:28,2021-06-28 00:00:00,10
Bangalore,burglary,2021,29-06-2021 02:54,2021-06-28 03:00:00,6
Bangalore,vehicle - stolen,2021,28-06-2021 08:44,2021-06-28 07:00:00,15
Bangalore,public intoxication,2021,29-06-2021 09:04,2021-06-29 07:00:00,13
Bangalore,extortion,2021,29-06-2021 23:51,2021-06-29 09:00:00,12
Bangalore,illegal possession,2021,29-06-2021 15:52,2021-06-29 15:00:00,8
Bangalore,fraud,2021,30-06-2021 12:50,2021-06-29 19:00:00,2
Bangalore,assault,2021,30-06-2021 15:32,2021-06-30 04:00:00,3
Bangalore,kidnapping,2021,01-07-2021 14:18,2021-06-30 22:00:00,12
Bangalore,homicide,2021,02-07-2021 02:56,2021-07-01 08:00:00,10
Bangalore,illegal possession,2021,01-07-2021 19:55,2021-07-01 17:00:00,6
Bangalore,sexual assault,2021,03-07-2021 03:38,2021-07-02 14:00:00,17
Bangalore,homicide,2021,04-07-2021 05:16,2021-07-03 14:00:00,4
Bangalore,illegal possession,2021,04-07-2021 14:44,2021-07-03 18:00:00,12
Bangalore,cybercrime,2021,04-07-2021 09:55,2021-07-03 20:00:00,2
Bangalore,firearm offense,2021,04-07-2021 20:19,2021-07-03 21:00:00,11
Bangalore,cybercrime,2021,04-07-2021 20:54,2021-07-04 01:00:00,6
Bangalore,robbery,2021,05-07-2021 12:32,2021-07-04 13:00:00,5
Bangalore,kidnapping,2021,05-07-2021 12:42,2021-07-04 15:00:00,1
Bangalore,cybercrime,2021,05-07-2021 17:16,2021-07-04 22:00:00,4
Bangalore,robbery,2021,05-07-2021 11:23,2021-07-05 03:00:00,2
Bangalore,sexual assault,2021,05-07-2021 16:51,2021-07-05 07:00:00,1
Bangalore,firearm offense,2021,06-07-2021 09:31,2021-07-05 17:00:00,9
Bangalore,identity theft,2021,06-07-2021 20:48,2021-07-06 15:00:00,7
Bangalore,kidnapping,2021,09-07-2021 03:04,2021-07-08 12:00:00,13
Bangalore,cybercrime,2021,10-07-2021 07:12,2021-07-09 19:00:00,14
Bangalore,public intoxication,2021,10-07-2021 20:11,2021-07-09 21:00:00,4
Bangalore,kidnapping,2021,11-07-2021 05:55,2021-07-10 11:00:00,5
Bangalore,homicide,2021,11-07-2021 11:19,2021-07-11 04:00:00,1
Bangalore,assault,2021,11-07-2021 18:02,2021-07-11 16:00:00,19
Bangalore,identity theft,2021,12-07-2021 04:15,2021-07-12 00:00:00,12
Bangalore,vandalism,2021,13-07-2021 06:18,2021-07-12 14:00:00,6
Bangalore,drug offense,2021,13-07-2021 00:45,2021-07-12 15:00:00,4
Bangalore,robbery,2021,13-07-2021 10:25,2021-07-12 17:00:00,3
Bangalore,domestic violence,2021,13-07-2021 16:23,2021-07-13 05:00:00,7
Bangalore,shoplifting,2021,16-07-2021 10:58,2021-07-15 11:00:00,2
Bangalore,domestic violence,2021,16-07-2021 02:05,2021-07-16 01:00:00,10
Bangalore,drug offense,2021,16-07-2021 09:59,2021-07-16 06:00:00,4
Bangalore,counterfeiting,2021,16-07-2021 21:12,2021-07-16 15:00:00,16
Bangalore,public intoxication,2021,17-07-2021 05:37,2021-07-16 18:00:00,13
Bangalore,drug offense,2021,16-07-2021 22:11,2021-07-16 19:00:00,10
Bangalore,kidnapping,2021,17-07-2021 05:10,2021-07-16 23:00:00,19
Bangalore,assault,2021,17-07-2021 20:14,2021-07-17 03:00:00,13
Bangalore,shoplifting,2021,17-07-2021 13:14,2021-07-17 05:00:00,9
Bangalore,vehicle - stolen,2021,18-07-2021 17:08,2021-07-17 21:00:00,1
Bangalore,drug offense,2021,19-07-2021 02:38,2021-07-18 11:00:00,1
Bangalore,vehicle - stolen,2021,20-07-2021 06:56,2021-07-19 09:00:00,5
Bangalore,public intoxication,2021,20-07-2021 22:48,2021-07-20 13:00:00,12
Bangalore,sexual assault,2021,21-07-2021 09:19,2021-07-21 02:00:00,9
Bangalore,sexual assault,2021,22-07-2021 16:54,2021-07-21 17:00:00,2
Bangalore,firearm offense,2021,22-07-2021 02:47,2021-07-21 22:00:00,17
Bangalore,cybercrime,2021,23-07-2021 00:49,2021-07-22 05:00:00,2
Bangalore,cybercrime,2021,22-07-2021 17:40,2021-07-22 11:00:00,5
Bangalore,shoplifting,2021,22-07-2021 16:32,2021-07-22 16:00:00,9
Bangalore,sexual assault,2021,23-07-2021 11:37,2021-07-22 22:00:00,7
Bangalore,domestic violence,2021,25-07-2021 06:38,2021-07-24 17:00:00,4
Bangalore,vandalism,2021,25-07-2021 14:00,2021-07-24 20:00:00,17
Bangalore,vandalism,2021,24-07-2021 22:07,2021-07-24 21:00:00,19
Bangalore,identity theft,2021,25-07-2021 19:48,2021-07-25 18:00:00,4
Bangalore,vehicle - stolen,2021,26-07-2021 00:04,2021-07-26 00:00:00,8
Bangalore,sexual assault,2021,26-07-2021 14:11,2021-07-26 01:00:00,7
Bangalore,identity theft,2021,26-07-2021 09:58,2021-07-26 02:00:00,8
Bangalore,domestic violence,2021,27-07-2021 00:46,2021-07-26 19:00:00,18
Bangalore,identity theft,2021,27-07-2021 13:06,2021-07-27 08:00:00,8
Bangalore,robbery,2021,28-07-2021 00:35,2021-07-27 12:00:00,15
Bangalore,cybercrime,2021,28-07-2021 00:26,2021-07-27 16:00:00,19
Bangalore,cybercrime,2021,28-07-2021 07:12,2021-07-27 20:00:00,14
Bangalore,vehicle - stolen,2021,29-07-2021 09:40,2021-07-28 12:00:00,1
Bangalore,domestic violence,2021,30-07-2021 01:35,2021-07-29 09:00:00,13
Bangalore,burglary,2021,30-07-2021 21:09,2021-07-29 22:00:00,6
Bangalore,identity theft,2021,30-07-2021 14:35,2021-07-30 02:00:00,10
Bangalore,extortion,2021,30-07-2021 18:13,2021-07-30 11:00:00,3
Bangalore,public intoxication,2021,31-07-2021 07:55,2021-07-30 18:00:00,14
Bangalore,burglary,2021,31-07-2021 02:22,2021-07-30 20:00:00,4
Bangalore,vandalism,2021,31-07-2021 20:56,2021-07-31 17:00:00,4
Bangalore,shoplifting,2021,01-08-2021 17:41,2021-08-01 01:00:00,13
Bangalore,robbery,2021,02-08-2021 12:22,2021-08-01 20:00:00,3
Bangalore,traffic violation,2021,01-08-2021 22:34,2021-08-01 21:00:00,12
Bangalore,homicide,2021,02-08-2021 08:03,2021-08-02 00:00:00,12
Bangalore,robbery,2021,02-08-2021 19:32,2021-08-02 01:00:00,3
Bangalore,traffic violation,2021,02-08-2021 23:59,2021-08-02 15:00:00,16
Bangalore,assault,2021,03-08-2021 19:15,2021-08-02 20:00:00,8
Bangalore,homicide,2021,03-08-2021 08:53,2021-08-03 06:00:00,14
Bangalore,counterfeiting,2021,05-08-2021 02:11,2021-08-04 13:00:00,9
Bangalore,drug offense,2021,05-08-2021 03:25,2021-08-04 14:00:00,17
Bangalore,public intoxication,2021,05-08-2021 16:25,2021-08-04 17:00:00,3
Bangalore,cybercrime,2021,05-08-2021 18:29,2021-08-05 13:00:00,1
Bangalore,extortion,2021,05-08-2021 22:20,2021-08-05 20:00:00,12
Bangalore,fraud,2021,07-08-2021 05:52,2021-08-06 21:00:00,18
Bangalore,counterfeiting,2021,08-08-2021 00:18,2021-08-07 01:00:00,18
Bangalore,fraud,2021,07-08-2021 10:30,2021-08-07 02:00:00,5
Bangalore,robbery,2021,07-08-2021 22:36,2021-08-07 09:00:00,4
Bangalore,counterfeiting,2021,07-08-2021 19:51,2021-08-07 11:00:00,3
Bangalore,shoplifting,2021,08-08-2021 17:16,2021-08-08 09:00:00,1
Bangalore,vandalism,2021,10-08-2021 09:31,2021-08-09 15:00:00,7
Bangalore,public intoxication,2021,10-08-2021 03:25,2021-08-09 22:00:00,2
Bangalore,drug offense,2021,11-08-2021 01:38,2021-08-10 13:00:00,3
Bangalore,counterfeiting,2021,11-08-2021 07:38,2021-08-11 04:00:00,6
Bangalore,burglary,2021,12-08-2021 17:42,2021-08-11 19:00:00,7
Bangalore,drug offense,2021,12-08-2021 11:05,2021-08-11 21:00:00,19
Bangalore,illegal possession,2021,12-08-2021 09:11,2021-08-12 03:00:00,18
Bangalore,robbery,2021,13-08-2021 00:28,2021-08-12 16:00:00,1
Bangalore,robbery,2021,13-08-2021 11:19,2021-08-12 23:00:00,18
Bangalore,identity theft,2021,13-08-2021 04:19,2021-08-13 02:00:00,7
Bangalore,burglary,2021,13-08-2021 09:20,2021-08-13 03:00:00,10
Bangalore,vehicle - stolen,2021,14-08-2021 01:40,2021-08-13 10:00:00,1
Bangalore,identity theft,2021,14-08-2021 06:05,2021-08-13 22:00:00,9
Bangalore,kidnapping,2021,14-08-2021 11:01,2021-08-13 23:00:00,14
Bangalore,cybercrime,2021,15-08-2021 06:54,2021-08-14 15:00:00,1
Bangalore,domestic violence,2021,14-08-2021 23:52,2021-08-14 19:00:00,3
Bangalore,traffic violation,2021,15-08-2021 11:06,2021-08-15 01:00:00,1
Bangalore,vehicle - stolen,2021,16-08-2021 05:11,2021-08-15 14:00:00,11
Bangalore,drug offense,2021,16-08-2021 10:46,2021-08-16 02:00:00,10
Bangalore,kidnapping,2021,17-08-2021 03:49,2021-08-16 11:00:00,8
Bangalore,illegal possession,2021,16-08-2021 18:40,2021-08-16 18:00:00,15
Bangalore,assault,2021,17-08-2021 19:40,2021-08-16 23:00:00,15
Bangalore,kidnapping,2021,18-08-2021 05:24,2021-08-17 08:00:00,15
